Beseda;Pomen_ID;Razlaga;Originalni_Zgled;Poved
moč;1289;sposobnost za prenašanje duševnih naporov:;v delu je dobil moč, da je vzdržal v takih razmerah; Prepričanje mu je v delu dalo moč, da je vzdržal v takih razmerah.
moč;1289;sposobnost za prenašanje duševnih naporov:;pri zasliševanju mu je zmanjkalo moči;Pri zasliševanju mu je zmanjkalo moči, zato je moral prekiniti.
moč;1289;sposobnost za prenašanje duševnih naporov:;pri zasliševanju mu je zmanjkalo moči;Med zasliševanjem je policiji zmanjkalo moči, da bi nadaljevala.
moč;1289;sposobnost za prenašanje duševnih naporov:;pri zasliševanju mu je zmanjkalo moči;V sodni dvorani ji je pri zasliševanju zmanjkalo moči in začela jokati.
moč;1289;sposobnost za prenašanje duševnih naporov:;pri zasliševanju mu je zmanjkalo moči;Ko je pri zasliševanju vprašal, je občinstvu zmanjkalo moči, da bi se odzvalo.
moč;1289;sposobnost za prenašanje duševnih naporov:;pri zasliševanju mu je zmanjkalo moči;Njegova odpornost je pri zasliševanju izginila, ko mu je zmanjkalo moči.
moč;1289;sposobnost za prenašanje duševnih naporov:;imel je dovolj moči, da je vztrajal;Imel je dovolj moči, da je vztrajal, kljub vsej kritiki.
moč;1289;sposobnost za prenašanje duševnih naporov:;imel je dovolj moči, da je vztrajal;Imela je dovolj moči, da je vztrajala, ko je projekt padel v krizo.
moč;1289;sposobnost za prenašanje duševnih naporov:;imel je dovolj moči, da je vztrajal;Imeli smo dovolj moči, da smo vztrajali čez težke dni.
moč;1289;sposobnost za prenašanje duševnih naporov:;imel je dovolj moči, da je vztrajal;Imel je toliko moči, da je vztrajal, tudi ko so ga drugi odvrnili.
moč;1289;sposobnost za prenašanje duševnih naporov:;imel je dovolj moči, da je vztrajal;Imela je toliko moči, da je vztrajala, ko se je soočala z izgubo.
moč;1289;sposobnost za prenašanje duševnih naporov:;nimam moči, da bi to gledal;Nimam moči, da bi to gledal, zato bom zaprl vrata.
moč;1289;sposobnost za prenašanje duševnih naporov:;nimam moči, da bi to gledal;Nimaš moči, da bi to gledal, zato pusti to za sabo.
moč;1289;sposobnost za prenašanje duševnih naporov:;nimam moči, da bi to gledal;Nismo imeli moči, da bi to gledali, ko je prišlo do nesreče.
moč;1289;sposobnost za prenašanje duševnih naporov:;nimam moči, da bi to gledal;Nima moči, da bi to gledal, ker ga preplavlja žalost.
moč;1289;sposobnost za prenašanje duševnih naporov:;nimam moči, da bi to gledal;Nismo imeli moči, da bi to gledali, in zato smo se odločili odpraviti.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;pri nakladanju hlodov je dokazal svojo moč;Med jutranjim nakladanjem hlodov je Jan dokazal, da njegova moč presega pričakovanja.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;pri nakladanju hlodov je dokazal svojo moč;Ko je dež spustil, je Ana s svojo neomajno močjo premikala težke klade brez težav.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;pri nakladanju hlodov je dokazal svojo moč;Včeraj so delavci opazovali, kako je starejši kovač z izjemno močjo premikal velike balvane.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;pri nakladanju hlodov je dokazal svojo moč;Ko je pri nakladanju hlodov pomagal svojim kolegom, je z izjemno močjo premikal težke dekagrame, ne da bi se kdaj zmenil.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;pri nakladanju hlodov je dokazal svojo moč;Po napornem dnevu je Marko še vedno čutil, da njegova moč ni oslabila.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;obraz mu je izžareval moč in odločnost;Njegov obraz je izžareval moč in odločnost, ko je stopil na oder.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;obraz mu je izžareval moč in odločnost;Ko je gledala v zrcalo, je Mara videla, da njen obraz izžareva novo moč in odločnost.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;obraz mu je izžareval moč in odločnost;Po dolgem pogovoru je njegov obraz izžareval moč in odločnost in navdihnil je vse prisotne.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;obraz mu je izžareval moč in odločnost;Njene oči so se zasvetile, njen obraz pa je izžareval moč in odločnost kljub težkim časom.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;obraz mu je izžareval moč in odločnost;V trenutku, ko je sprejela izziv, je njen obraz izžareval moč in odločnost, ki sta presegli pričakovanja.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;občudovali so moč, s katero je prenašal trpljenje;V cerkvi so občudovali moč, s katero je preživel trpljenje brez obžalovanja.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;občudovali so moč, s katero je prenašal trpljenje;Njegovi prijatelji so občudovali moč, s katero je prenašal trpljenje in ostal neomajen.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;občudovali so moč, s katero je prenašal trpljenje;Ko je prebolel bolezen, so vsi občudovali moč, s katero je prenašal trpljenje in naprej ustvarjal.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;občudovali so moč, s katero je prenašal trpljenje;Med spopadi so nas občudovali zaradi moči, s katero je prenašal trpljenje, ki ga je preoblikovalo.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;občudovali so moč, s katero je prenašal trpljenje;V knjigah je zapisal, kako je občudoval moč, s katero je prenašal trpljenje in hkrati našel notranjo svobodo.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;duševna, telesna moč;Njegova duševna, telesna moč je bila ključ do uspeha na maratonu.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;duševna, telesna moč;Vaje so ji okrepile duševno, telesno moč, kar ji je omogočilo premagati ovire.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;duševna, telesna moč;Po letih treninga je razvila izjemno duševno, telesno moč, ki jo je uporabljala v življenju.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;duševna, telesna moč;Vojaki so cenili duševno, telesno moč svojih vodij med napornimi misijami.
moč;1290;velika sposobnost za opravljanje fizičnega dela ali prenašanje duševnih ali telesnih naporov:;duševna, telesna moč;Njegova duševna, telesna moč je bila očitna, ko je brez napora dvignil težko Kamno.
moč;1291;zelo, močno:;hvali ga na vso moč;Stari učitelj hvali ga na vso moč, ko vidi, kako se spopada z najtežjimi nalogami.
moč;1291;zelo, močno:;hvali ga na vso moč;Moj brat ga hvali na vso moč, saj je v zadnjem tekmovanju dosegel izjemen rezultat.
moč;1291;zelo, močno:;hvali ga na vso moč;Gledalci hvalijo nastopajočo skupino na vso moč, ker je bila njihova energija neustavljiva.
moč;1291;zelo, močno:;hvali ga na vso moč;Učiteljica je učenca hvalila na vso moč, ker je zgradil najmočnejši most v razredu.
moč;1291;zelo, močno:;hvali ga na vso moč;Vsi v mestu ga hvalijo na vso moč, ker je s svojo dobrodelnostjo pomagal številnim potrebnim.
moč;1291;zelo, močno:;na vso moč se trudi;Maja se na vso moč trudi, da bi dosegla svoj cilj in postala najboljša v razredu.
moč;1291;zelo, močno:;na vso moč se trudi;Kmet na vso moč se trudi, da bi obiral pridelke tudi v najtežjih letnih časih.
moč;1291;zelo, močno:;na vso moč se trudi;Poškodovani športnik se na vso moč trudi, da bi se vrnil na tekmovalno stezo.
moč;1291;zelo, močno:;na vso moč se trudi;Naša ekipa se na vso moč trudi, da bi premagala nasprotnike v finalu.
moč;1291;zelo, močno:;na vso moč se trudi;Učenjak se na vso moč trudi, da bi razjasnil vse skrivnosti vesolja.
moč;1291;zelo, močno:;na moč lep avtomobil;Na moč lep avtomobil je pritekel na avtocesto, pri čemer je vzbudil občudovanje vseh mimoidočih.
moč;1291;zelo, močno:;na moč lep avtomobil;V razstavi je bil na moč lep avtomobil iz 1960-ih izpostavljen, kot pravi dragulj preteklosti.
moč;1291;zelo, močno:;na moč lep avtomobil;Kraj nji navdušenec je kupil na moč lep avtomobil, ki ga je poletno odpeljal na obalo.
moč;1291;zelo, močno:;na moč lep avtomobil;Na moč lep avtomobil je bil viden na fotografiji, kjer je zasijal pod sončnim žarkom.
moč;1291;zelo, močno:;na moč lep avtomobil;V filmu je glavni lik vozil na moč lep avtomobil, ki je simboliziral njegov uspeh.
moč;1291;zelo, močno:;letos imamo na moč žita;Letos imamo na moč žita, saj je pridelava presega vse prejšnje letošnje rezultate.
moč;1291;zelo, močno:;letos imamo na moč žita;Kmetijski strokovnjaki poročajo, da letos imamo na moč žita, kar bo zagotovilo obilno zalogo hrane.
moč;1291;zelo, močno:;letos imamo na moč žita;Zaradi ugodnih vremenskih razmer imamo letos na moč žita, kar prinaša upanje kmetom.
moč;1291;zelo, močno:;letos imamo na moč žita;V naši pokrajini letos imamo na moč žita, zato se pričakuje znižanje cen kruha.
moč;1291;zelo, močno:;letos imamo na moč žita;Glede na zadnje podatke imamo letos na moč žita, kar bo omogočilo izvoz v sosednje države.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;denarna moč podjetja;Denarna moč podjetja se je v zadnjih treh letih podvojila, kar je omogočilo večje naložbe v raziskave.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;denarna moč podjetja;Čeprav je denarna moč podjetja omejena, je vodja uspelo najti inovativne načine financiranja.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;denarna moč podjetja;Analitiki so napovedali, da bo denarna moč podjetja do konca leta presegla milijardo evrov.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;denarna moč podjetja;Zaradi krize je denarna moč podjetja upadla za deset odstotkov, zato so morali zmanjšati število zaposlenih.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;denarna moč podjetja;Investitorji so pozorni na denarno moč podjetja, ker je to ključni kazalnik stabilnosti.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;gospodarska moč države raste;Gospodarska moč države raste, saj se izvoz tehnoloških izdelkov povečuje za 15 % letno.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;gospodarska moč države raste;Po zadnjih podatkih gospodarska moč države raste, kar je posledica novih naložb v obnovljive vire energije.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;gospodarska moč države raste;Čeprav je gospodarska moč države, raste, se še vedno sooča z visokim brezposelnim.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;gospodarska moč države raste;Strokovnjaki menijo, da bo gospodarska moč države, raste še naprej, dokler ne pride do reform v izobraževanju.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;gospodarska moč države raste;V zadnjem desetletju gospodarska moč države raste, kar se odraža v višjem življenjskem standardu prebivalcev.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;primerjati jedrsko moč posameznih držav;Pri primerjavi jedrske moči posameznih držav je pomembno upoštevati tako število reaktorjev kot njihove zmogljivosti.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;primerjati jedrsko moč posameznih držav;Nedavni poročili sta pokazali, kako težko je primerjati jedrsko moč posameznih držav brez dostopa do zaupnih podatkov.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;primerjati jedrsko moč posameznih držav;Politični analitiki pogosto primerjajo jedrsko moč posameznih držav, da ocenijo geopolitično ravnotežje.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;primerjati jedrsko moč posameznih držav;Če želimo primerjati jedrsko moč posameznih držav, moramo upoštevati tudi varnostne protokole in starost infrastrukture.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;primerjati jedrsko moč posameznih držav;Strokovnjaki so opozorili, da je primerjati jedrsko moč posameznih držav lahko sporno, saj lahko vodi v oboroževalsko tekmovanje.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;materialna moč meščanstva;Materialna moč meščanstva se je v preteklosti gradila na trgovskih dobičkih in lastništvu zemljišč.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;materialna moč meščanstva;Čeprav je materialna moč meščanstva danes manj izrazita, še vedno vpliva na lokalno politiko.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;materialna moč meščanstva;V srednjeveškem mestu je bila materialna moč meščanstva ključna za financiranje javnih projektov.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;materialna moč meščanstva;Zgodovinarji raziskujejo, kako je materialna moč meščanstva oblikovala arhitekturo mestnih središč.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;materialna moč meščanstva;Čeprav se materialna moč meščanstva spreminja, ostaja simbol statusa v družbenem življenju.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;vojaška moč blokov;Vojaška moč blokov se je v zadnjih letih povečala zaradi skupnih vaj in posodobitve opreme.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;vojaška moč blokov;Pri ocenjevanju vojaške moči blokov je treba upoštevati tako število vojakov kot tehnološko naprednost.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;vojaška moč blokov;Analiza je pokazala, da je vojaška moč blokov odvisna od njihove politične kohezije.
moč;1292;značilnost česa glede na količino določenih dobrin, razvitosti določenega področja:;vojaška moč blokov;Čeprav so Blokovi formalno združeni, se njihova vojaška moč lahko razlikuje po pokrajinah.
